state_code,district_code,level_name,statename,districtname,date,value,variable,graph_title
20,359,district,Jharkhand,Latehar,2015-01-01,3.30,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
20,360,district,Jharkhand,Hazaribagh,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
20,361,district,Jharkhand,Ramgarh,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
20,362,district,Jharkhand,Dumka,2015-01-01,9.10,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
20,363,district,Jharkhand,Jamtara,2015-01-01,2.40,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
20,364,district,Jharkhand,Ranchi,2015-01-01,2.80,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
20,365,district,Jharkhand,Khunti,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
20,366,district,Jharkhand,Gumla,2015-01-01,4.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
20,367,district,Jharkhand,Simdega,2015-01-01,3.80,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
20,368,district,Jharkhand,Pashchimi Singhbhum,2015-01-01,8.80,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
20,369,district,Jharkhand,Saraikela-Kharsawan,2015-01-01,4.50,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
21,370,district,Odisha,Bargarh,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
21,371,district,Odisha,Jharsuguda,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
21,372,district,Odisha,Sambalpur,2015-01-01,4.50,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
21,373,district,Odisha,Debagarh,2015-01-01,2.50,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
21,374,district,Odisha,Sundargarh,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
21,375,district,Odisha,Kendujhar,2015-01-01,2.90,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
21,376,district,Odisha,Mayurbhanj,2015-01-01,2.60,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
21,377,district,Odisha,Baleshwar,2015-01-01,2.20,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
21,378,district,Odisha,Bhadrak,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
21,379,district,Odisha,Kendrapara,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
21,380,district,Odisha,Jagatsinghapur,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
21,381,district,Odisha,Cuttack,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
21,382,district,Odisha,Jajapur,2015-01-01,2.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
21,383,district,Odisha,Dhenkanal,2015-01-01,2.80,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
21,393,district,Odisha,Balangir,2015-01-01,2.60,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
21,384,district,Odisha,Anugul,2015-01-01,7.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
21,385,district,Odisha,Nayagarh,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
21,386,district,Odisha,Khordha,2015-01-01,1.10,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
21,387,district,Odisha,Puri,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
21,388,district,Odisha,Ganjam,2015-01-01,1.90,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
21,389,district,Odisha,Gajapati,2015-01-01,2.70,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
21,390,district,Odisha,Kandhamal,2015-01-01,1.90,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
21,391,district,Odisha,Baudh,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
21,392,district,Odisha,Subarnapur,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
21,394,district,Odisha,Nuapada,2015-01-01,2.10,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
21,395,district,Odisha,Kalahandi,2015-01-01,2.60,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
21,396,district,Odisha,Rayagada,2015-01-01,9.10,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
21,397,district,Odisha,Nabarangapur,2015-01-01,5.90,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
21,398,district,Odisha,Koraput,2015-01-01,2.30,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
21,399,district,Odisha,Malkangiri,2015-01-01,2.30,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
22,400,district,Chhattisgarh,Koriya,2015-01-01,2.90,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
22,401,district,Chhattisgarh,Surguja,2015-01-01,2.90,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
22,402,district,Chhattisgarh,Jashpur,2015-01-01,3.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
22,411,district,Chhattisgarh,Mahasamund,2015-01-01,10.60,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
22,403,district,Chhattisgarh,Raigarh,2015-01-01,5.30,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
22,404,district,Chhattisgarh,Korba,2015-01-01,3.80,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
22,405,district,Chhattisgarh,Janjgir - Champa,2015-01-01,6.50,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
22,406,district,Chhattisgarh,Bilaspur,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
22,407,district,Chhattisgarh,Kabeerdham,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
22,408,district,Chhattisgarh,Rajnandgaon,2015-01-01,2.30,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
22,409,district,Chhattisgarh,Durg,2015-01-01,1.10,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
22,410,district,Chhattisgarh,Raipur,2015-01-01,4.80,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
22,412,district,Chhattisgarh,Dhamtari,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
22,413,district,Chhattisgarh,Uttar Bastar Kanker,2015-01-01,2.90,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
22,414,district,Chhattisgarh,Bastar,2015-01-01,5.70,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
22,415,district,Chhattisgarh,Narayanpur,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
22,416,district,Chhattisgarh,Dakshin Bastar Dantewada,2015-01-01,13.90,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
22,417,district,Chhattisgarh,Bijapur,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
23,418,district,Madhya Pradesh,Sheopur,2015-01-01,2.90,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
23,419,district,Madhya Pradesh,Morena,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
23,420,district,Madhya Pradesh,Bhind,2015-01-01,2.10,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
23,428,district,Madhya Pradesh,Damoh,2015-01-01,2.50,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
23,421,district,Madhya Pradesh,Gwalior,2015-01-01,3.80,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
23,422,district,Madhya Pradesh,Datia,2015-01-01,4.30,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
23,423,district,Madhya Pradesh,Shivpuri,2015-01-01,2.30,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
23,424,district,Madhya Pradesh,Tikamgarh,2015-01-01,2.20,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
23,425,district,Madhya Pradesh,Chhatarpur,2015-01-01,2.20,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
23,426,district,Madhya Pradesh,Panna,2015-01-01,2.90,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
23,427,district,Madhya Pradesh,Sagar,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
23,436,district,Madhya Pradesh,Shajapur,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
23,437,district,Madhya Pradesh,Dewas,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
23,429,district,Madhya Pradesh,Satna,2015-01-01,9.70,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
23,430,district,Madhya Pradesh,Rewa,2015-01-01,2.80,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
23,431,district,Madhya Pradesh,Umaria,2015-01-01,2.40,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
23,432,district,Madhya Pradesh,Neemuch,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
23,433,district,Madhya Pradesh,Mandsaur,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
23,434,district,Madhya Pradesh,Ratlam,2015-01-01,4.90,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
23,435,district,Madhya Pradesh,Ujjain,2015-01-01,1.50,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
23,438,district,Madhya Pradesh,Dhar,2015-01-01,6.70,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
23,439,district,Madhya Pradesh,Indore,2015-01-01,1.70,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
23,440,district,Madhya Pradesh,Khargone (West Nimar),2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
23,441,district,Madhya Pradesh,Barwani,2015-01-01,10.30,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
23,442,district,Madhya Pradesh,Rajgarh,2015-01-01,7.50,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
23,443,district,Madhya Pradesh,Vidisha,2015-01-01,8.10,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
23,444,district,Madhya Pradesh,Bhopal,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
23,445,district,Madhya Pradesh,Sehore,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
23,446,district,Madhya Pradesh,Raisen,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
23,447,district,Madhya Pradesh,Betul,2015-01-01,3.30,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
23,448,district,Madhya Pradesh,Harda,2015-01-01,2.60,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
23,449,district,Madhya Pradesh,Hoshangabad,2015-01-01,4.70,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
23,450,district,Madhya Pradesh,Katni,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
23,451,district,Madhya Pradesh,Jabalpur,2015-01-01,4.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
23,452,district,Madhya Pradesh,Narsimhapur,2015-01-01,6.40,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
23,453,district,Madhya Pradesh,Dindori,2015-01-01,2.30,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
23,454,district,Madhya Pradesh,Mandla,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
23,455,district,Madhya Pradesh,Chhindwara,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
23,456,district,Madhya Pradesh,Seoni,2015-01-01,4.40,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
23,457,district,Madhya Pradesh,Balaghat,2015-01-01,4.30,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
23,458,district,Madhya Pradesh,Guna,2015-01-01,1.90,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
23,459,district,Madhya Pradesh,Ashoknagar,2015-01-01,2.90,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
23,460,district,Madhya Pradesh,Shahdol,2015-01-01,5.30,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
23,461,district,Madhya Pradesh,Anuppur,2015-01-01,2.40,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
23,462,district,Madhya Pradesh,Sidhi,2015-01-01,7.90,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
23,463,district,Madhya Pradesh,Singrauli,2015-01-01,14.70,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
23,464,district,Madhya Pradesh,Jhabua,2015-01-01,11.10,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
23,465,district,Madhya Pradesh,Alirajpur,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
23,466,district,Madhya Pradesh,Khandwa (East Nimar),2015-01-01,6.30,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
23,467,district,Madhya Pradesh,Burhanpur,2015-01-01,1.40,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
24,469,district,Gujarat,Banas Kantha,2015-01-01,3.20,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
24,470,district,Gujarat,Patan,2015-01-01,6.70,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
24,471,district,Gujarat,Mahesana,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
24,472,district,Gujarat,Sabar Kantha,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
24,473,district,Gujarat,Gandhinagar,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
24,482,district,Gujarat,Anand,2015-01-01,4.30,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
24,474,district,Gujarat,Ahmedabad,2015-01-01,2.90,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
24,475,district,Gujarat,Surendranagar,2015-01-01,2.50,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
24,476,district,Gujarat,Rajkot,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
24,477,district,Gujarat,Jamnagar,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
24,478,district,Gujarat,Porbandar,2015-01-01,3.70,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
24,479,district,Gujarat,Junagadh,2015-01-01,3.10,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
24,480,district,Gujarat,Amreli,2015-01-01,3.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
24,491,district,Gujarat,Valsad,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
24,483,district,Gujarat,Kheda,2015-01-01,5.30,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
24,484,district,Gujarat,Panch Mahals,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
24,485,district,Gujarat,Dohad,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
24,486,district,Gujarat,Vadodara,2015-01-01,2.50,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
24,487,district,Gujarat,Narmada,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
24,488,district,Gujarat,Bharuch,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
24,489,district,Gujarat,The Dangs,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
24,490,district,Gujarat,Navsari,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
24,492,district,Gujarat,Surat,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
24,493,district,Gujarat,Tapi,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
27,500,district,Maharashtra,Buldana,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
25,494,district,Daman & Diu,Diu,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
25,495,district,Daman & Diu,Daman,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
27,497,district,Maharashtra,Nandurbar,2015-01-01,2.90,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
27,498,district,Maharashtra,Dhule,2015-01-01,3.60,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
27,499,district,Maharashtra,Jalgaon,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
27,501,district,Maharashtra,Akola,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
27,502,district,Maharashtra,Washim,2015-01-01,2.90,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
27,503,district,Maharashtra,Amravati,2015-01-01,2.90,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
27,504,district,Maharashtra,Wardha,2015-01-01,3.30,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
27,505,district,Maharashtra,Nagpur,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
27,506,district,Maharashtra,Bhandara,2015-01-01,3.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
27,507,district,Maharashtra,Gondiya,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
27,508,district,Maharashtra,Gadchiroli,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
27,509,district,Maharashtra,Chandrapur,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
27,510,district,Maharashtra,Yavatmal,2015-01-01,2.90,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
27,511,district,Maharashtra,Nanded,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
27,512,district,Maharashtra,Hingoli,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
27,513,district,Maharashtra,Parbhani,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
27,514,district,Maharashtra,Jalna,2015-01-01,11.10,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
27,515,district,Maharashtra,Aurangabad,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
27,516,district,Maharashtra,Nashik,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
27,521,district,Maharashtra,Pune,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
27,522,district,Maharashtra,Ahmadnagar,2015-01-01,0.00,"sector : total; Gender : Female; Response : Yes; Residence : Total","Death during or after Pregnancy by Sector and District (percent, Source: NFHS)"
